Date      Type   Dir      SF       WF       ZS       ZW       F       Z
2018010200  A     85.3032  -0.6032  -7.3418 -11.7480  -4.6733   7.3665 -16.4212
2018010201  A     72.5974  -2.3848  -7.6086 -14.9458  -4.9852   7.9736 -19.9310
2018010202  A     81.2544  -1.4673  -9.5380 -14.0964 -11.6397   9.6502 -25.7361
2018010203  A     85.4109  -0.8181 -10.1920 -12.4871  -8.3904  10.2248 -20.8775
2018010204  A     85.4217  -0.7944  -9.9199 -13.1738  -9.2115   9.9517 -22.3853
2018010205  A     77.4262  -2.2703 -10.1785 -14.5844 -13.0091  10.4286 -27.5935
2018010206  A     76.4217  -2.3052  -9.5442 -14.2590  -8.9045   9.8186 -23.1635
2018010207  AE    74.2258  -2.9687 -10.5090 -11.2532  -5.8646  10.9203 -17.1178
2018010208  A     79.1361  -1.7816  -9.2832 -15.8975 -12.2182   9.4526 -28.1156
2018010209  A     81.2648  -1.6311 -10.6158 -14.9774  -8.9286  10.7404 -23.9060
2018010210  AE    80.6732  -1.8592 -11.3202 -13.8008  -8.7304  11.4718 -22.5312
2018010211  A     75.6453  -2.3125  -9.0364 -14.8666 -11.7161   9.3276 -26.5828
2018010212  A     72.9867  -2.5475  -8.3257 -16.3522  -8.5701   8.7067 -24.9223
2018010213  A     58.2772  -3.5608  -5.7604 -14.7576  -7.3237   6.7721 -22.0812
2018010214  A     73.3540  -2.7077  -9.0564 -17.9279 -13.8103   9.4525 -31.7382
2018010215  A     72.8814  -2.6195  -8.5049 -18.5351 -13.2590   8.8991 -31.7941
2018010216  A     67.6185  -4.2745 -10.3801 -17.3711 -12.5807  11.2258 -29.9519
2018010217  A     72.0826  -2.8025  -8.6676 -17.9492 -14.0236   9.1094 -31.9729
2018010218  A     76.9533  -2.3553 -10.1639 -20.2839 -10.9510  10.4333 -31.2349
2018010219  A     66.8467  -3.5393  -8.2765 -20.8356 -11.4996   9.0015 -32.3352
2018010220  A     63.7573  -2.9760  -6.0367 -19.7403 -15.1573   6.7305 -34.8976
2018010221  A     70.0260  -2.6135  -7.1907 -19.9841 -14.3868   7.6509 -34.3709
2018010222  A     66.8176  -3.7416  -8.7373 -21.1250 -12.8838   9.5048 -34.0088
2018010223  A     61.2028  -3.7456  -6.8140 -20.6071 -14.9258   7.7756 -35.5329
2018010300  A     60.8479  -2.9729  -5.3298 -21.2679 -11.1051   6.1029 -32.3730
2018010301  A     72.7409  -2.3477  -7.5566 -16.7377  -5.8061   7.9129 -22.5438
2018010302  A     75.0066  -1.8843  -7.0356 -23.5238 -18.9065   7.2836 -42.4303
2018010303  A     82.1824  -0.7681  -5.5946 -21.0489 -14.6628   5.6471 -35.7117
2018010304  A     74.9339  -2.2624  -8.4047 -18.3887 -10.3811   8.7038 -28.7698
2018010305  A     76.2615  -1.9545  -7.9945 -17.7740 -11.6395   8.2300 -29.4135
2018010306  A     80.8836  -1.1523  -7.1812 -20.3831  -9.2809   7.2730 -29.6640
2018010307  A     77.7609  -1.7896  -8.2500 -19.8575  -5.1853   8.4419 -25.0428
2018010308  A     76.3056  -1.8463  -7.5771 -18.2440  -9.1603   7.7989 -27.4043
2018010309  A     87.8647  -0.2831  -7.5917 -17.5104  -7.2084   7.5970 -24.7188
2018010310  A     84.2533  -0.7199  -7.1534 -18.1473  -7.7699   7.1896 -25.9172
2018010311  A     82.2749  -0.9769  -7.2014 -18.9583  -9.8838   7.2674 -28.8421
2018010312  A     82.7475  -0.7686  -6.0396 -17.5503  -6.9191   6.0883 -24.4694
2018010313  A     88.4306  -0.2395  -8.7429 -13.9185  -5.3878   8.7462 -19.3063
2018010314  A     74.2109  -1.8202  -6.4373 -12.8617  -5.7392   6.6897 -18.6009
2018010315  A     98.8462   0.8121  -5.2180 -16.7677  -7.3024   5.2808 -24.0700
2018010316  A     82.7343  -0.9497  -7.4490 -14.2461  -4.1405   7.5093 -18.3866
2018010317  A     89.5130  -0.0666  -7.8354 -15.2101  -9.9787   7.8357 -25.1889
2018010318  A     98.5184   1.1008  -7.3496 -18.0226  -8.2076   7.4316 -26.2302
2018010319  A     77.5772  -1.2395  -5.6270 -17.3027  -8.1580   5.7619 -25.4607
2018010320  A     80.1798  -1.1253  -6.5012 -15.0857  -9.1414   6.5979 -24.2271
2018010321  A     91.5194   0.1759  -6.6326 -15.5294  -7.9587   6.6349 -23.4882
2018010322  A     86.7242  -0.4128  -7.2123 -18.4275  -9.1545   7.2241 -27.5820
2018010323  A     86.9791  -0.3138  -5.9470 -16.2728  -8.2383   5.9553 -24.5111
2018010400  A     92.3647   0.2498  -6.0481 -16.4616  -9.5956   6.0533 -26.0572
2018010401  A     81.2771  -1.1748  -7.6569 -15.7157  -6.3352   7.7465 -22.0509
2018010402  A     84.3400  -0.6981  -7.0435 -16.3038 -13.9663   7.0780 -30.2701
2018010403  A     85.7104  -0.3682  -4.9088 -15.6013  -7.2747   4.9226 -22.8760
2018010404  A     85.3764  -0.5554  -6.8680 -14.5914  -7.3186   6.8905 -21.9100
2018010405  A     87.0970  -0.2771  -5.4641 -14.2405  -9.0016   5.4711 -23.2420
2018010406  A     74.7445  -1.0956  -4.0172 -15.8862  -7.5141   4.1639 -23.4003
2018010407  A     71.6132  -1.7104  -5.1458 -14.7857  -4.2439   5.4226 -19.0296
2018010408  A     78.0362  -0.9192  -4.3381 -13.0816  -7.6430   4.4345 -20.7246
2018010409  A     89.3307  -0.0611  -5.2305 -14.2550  -8.0479   5.2308 -22.3030
2018010410  A     94.4197   0.4723  -6.1111 -11.1706  -5.4119   6.1293 -16.5825
2018010411  A     99.4573   0.7471  -4.4849 -11.9889  -6.1179   4.5467 -18.1068
2018010412  A     78.6060  -0.7942  -3.9409 -13.3807  -6.1883   4.0201 -19.5690
2018010413  A     75.7954  -1.2430  -4.9105 -10.6889  -4.6030   5.0654 -15.2919
2018010414  A     63.3175  -1.4184  -2.8224 -14.3996  -7.8772   3.1588 -22.2767
2018010415  A     84.7095  -0.1649  -1.7811 -14.2216  -7.9104   1.7887 -22.1321
2018010416  A     74.4370  -1.1745  -4.2170 -13.4637  -7.9677   4.3775 -21.4314
2018010417  A     71.2036  -1.0788  -3.1697 -15.0454  -6.8024   3.3482 -21.8478
2018010418  A     57.2273  -1.8517  -2.8762 -16.4731  -8.1634   3.4207 -24.6365
2018010419  A     48.5341  -2.3155  -2.6204 -15.4312  -5.1468   3.4968 -20.5780
2018010420  A     38.3391  -2.3012  -1.8199 -13.0428  -5.9227   2.9339 -18.9655
2018010421  A     60.3108  -1.5012  -2.6331 -15.7635  -4.9694   3.0309 -20.7329
2018010422  A     70.5344  -1.0752  -3.0421 -13.5394  -6.2716   3.2265 -19.8110
2018010423  A     42.3734  -0.5853  -0.5339 -14.0870  -2.9550   0.7922 -17.0420
2018010500  A     43.4856  -1.5315  -1.4526 -14.1752  -3.2712   2.1109 -17.4463
2018010501  A     60.3358  -1.7563  -3.0836 -13.0379  -2.0940   3.5487 -15.1319
2018010502  A     12.5207  -1.3286  -0.2950 -18.0282  -2.0890   1.3609 -20.1172
2018010503  A     73.3119  -0.3616  -1.2062 -17.8119  -5.6914   1.2592 -23.5033
2018010504  A     75.8403  -1.1085  -4.3938 -15.8864  -4.2659   4.5315 -20.1523
2018010505  A     76.5505  -0.8850  -3.7006 -14.9820  -0.9490   3.8050 -15.9310
2018010506  A     60.3690  -1.5290  -2.6882 -17.2686  -4.1583   3.0926 -21.4269
2018010507  A     57.6569  -1.6107  -2.5436 -17.0944   0.6881   3.0107 -16.4063
2018010508  A     36.5770  -1.6704  -1.2395 -15.9408   0.7513   2.0800 -15.1895
2018010509  A     91.8016   0.1007  -3.2010 -16.5154  -3.0138   3.2026 -19.5291
2018010510  A     84.1089  -0.4562  -4.4209 -16.1864  -1.1631   4.4444 -17.3495
2018010511  A     93.7092   0.1739  -2.6823 -14.2463   2.5025   2.6879 -11.7438
2018010512  A     90.1518   0.0047  -1.7785 -15.8544  -3.7538   1.7785 -19.6082
2018010513  UD    44.6735  -1.3656  -1.3501 -10.3061   4.6073   1.9203  -5.6987
2018010514  A     84.8445  -0.2700  -2.9928 -15.4972  -4.2205   3.0050 -19.7177
2018010515  A     83.5364  -0.2952  -2.6052 -15.4261  -5.2099   2.6219 -20.6359
2018010516  A     83.4886  -0.6601  -5.7830 -15.8520  -3.7980   5.8205 -19.6500
2018010517  A     88.8058  -0.0800  -3.8356 -15.4262  -3.3156   3.8364 -18.7417
2018010518  A     95.4908   0.4510  -4.6915 -16.2569  -6.0589   4.7131 -22.3159
2018010519  A     90.6503   0.0520  -4.5807 -14.8250  -0.5200   4.5810 -15.3450
2018010520  A    104.7372   0.6271  -2.3839 -13.8138  -6.3935   2.4650 -20.2072
2018010521  A    111.2054   1.6842  -4.3409 -12.4877  -4.2208   4.6562 -16.7085
2018010522  A    107.0516   1.5868  -5.1736 -13.2918  -6.4530   5.4115 -19.7447
2018010523  A    111.1839   1.2774  -3.2960 -11.2442  -4.3921   3.5349 -15.6362
2018010600  A    127.4082   1.3173  -1.7224 -11.1451  -5.7055   2.1684 -16.8506
2018010601  A     99.9387   0.5353  -3.0551  -7.9337  -2.8131   3.1017 -10.7468
2018010602  A     97.6983   0.3135  -2.3195 -11.7033  -6.1014   2.3406 -17.8047
2018010603  A    132.8639   2.2665  -2.4421  -9.8669  -9.7139   3.3318 -19.5807
2018010604  A    113.2981   1.5154  -3.5189 -10.5067  -6.0336   3.8313 -16.5403
2018010605  A    112.9796   1.3291  -3.1342  -7.6054  -9.3541   3.4043 -16.9595
2018010606  A    135.9411   1.6636  -1.6099 -11.4872  -9.2104   2.3150 -20.6977
2018010607  A    126.8576   1.5450  -2.0610  -8.7484  -5.1483   2.5758 -13.8967
2018010608  A    126.0365   0.9422  -1.2950  -8.2526  -9.2922   1.6015 -17.5448
2018010609  A    153.5479   2.0006  -0.9954  -5.6151  -8.4550   2.2345 -14.0701
2018010610  A    150.0943   2.2563  -1.2977  -6.5421  -8.1340   2.6029 -14.6762
2018010611  A    160.1083   1.8748  -0.6783  -5.5073  -8.1840   1.9937 -13.6913
2018010612  A    180.2697   2.0483   0.0096  -4.5044  -7.9471   2.0483 -12.4515
2018010613  A    189.5065   1.8865   0.3159  -2.7761  -5.3818   1.9128  -8.1579
2018010614  A    108.2375   0.5071  -1.5388  -5.6254 -13.3515   1.6202 -18.9769
2018010615  A    153.6060   2.7476  -1.3636  -3.3874  -9.9570   3.0674 -13.3445
2018010616  A    123.0503   1.2183  -1.8724  -3.5936  -9.4379   2.2339 -13.0315
2018010617  A    155.1950   0.8482  -0.3920  -1.5920  -9.7879   0.9344 -11.3800
2018010618  A    155.4317   1.5066  -0.6888  -2.3233  -8.6399   1.6566 -10.9632
2018010619  A    124.7185   1.3003  -1.8766  -1.2250  -6.4708   2.2831  -7.6959
2018010620  A    120.1617   0.1773  -0.3052   0.4103 -10.4646   0.3530 -10.0543
2018010621  A    128.2924   0.5421  -0.6866   0.6094 -10.4145   0.8748  -9.8051
2018010622  A    121.0091   1.0586  -1.7611   0.1330  -9.6805   2.0548  -9.5474
